,battery_power,power_grid,SOC
0,-793.8685194295833,,1557.600281112085
1,184.84632267192117,,-6258.55917284878
2,-733.1133437361794,,36.41887072549949
3,-1390.2851524735397,,216.08506002226818
4,513.0548247049312,,725.2453700608824
5,-73.59368975489608,,272.8451914153436
6,-807.4749711268386,,-1097.740273037276
7,-872.6507097683439,,-7.414575602685114
8,-139.5664084050088,,370.81555579331257
9,2476.2801688567697,,139.63278345909322
10,1106.6255905811313,,62.630737188772315
11,5.441608237879533,,-1396.2945139945703
12,-693.188316169727,,341.44557370381165
13,-440.4722396701413,,-668.1314007474767
14,709.4428769746083,,-1994.5910270843242
15,327.5551025578889,,492.7659742446489
16,-145.728393145162,,-755.9448495479242
17,-109.323816384301,,-29743.313302183193
18,-441.4416451031604,,-457.77792119917467
19,2147.764167144666,,3712.155472974815
20,64.07286355220157,,-449.65104838983797
21,3751.1825824180482,,227.10471418059643
22,-1337.6533329715335,,253.96666417608967
23,45.345403276226314,,-43.39362107727376
24,Power,Capacity,init_SOC
25,9.657537554860097,536.6697391186945,
26,result,wind,solar
27,,2.3055664686910244,331.78486456659783
28,-693.188316169727,,341.44557370381165
29,-440.4722396701413,,-668.1314007474767
30,709.4428769746083,,-1994.5910270843242
31,327.5551025578889,,492.7659742446489
32,-145.728393145162,,-755.9448495479242
33,-109.323816384301,,-29743.313302183193
34,-441.4416451031604,,-457.77792119917467
35,2147.764167144666,,3712.155472974815
36,64.07286355220157,,-449.65104838983797
37,3751.1825824180482,,227.10471418059643
38,-1337.6533329715335,,253.96666417608967
39,45.345403276226314,,-43.39362107727376
40,18.063921612259758,,-13.300961731614406
41,120.30180334434533,,-1921.9481686981542
42,25.01441453325549,,756.2526437677119
43,829.5242458857729,,-23.487859121887908
44,-1074.5702371831921,,-46247.92626634355
45,2406.7872979424237,,-115.59644257570235
46,44.070948686565686,,-6709.673246976565
47,2266.5453501282655,,-219.3606188664529
48,-145.728393145162,,-755.9448495479242
49,-109.323816384301,,-29743.313302183193
50,-441.4416451031604,,-457.77792119917467
51,2147.764167144666,,3712.155472974815
52,64.07286355220157,,-449.65104838983797
53,3751.1825824180482,,227.10471418059643
54,-1337.6533329715335,,253.96666417608967
55,45.345403276226314,,-43.39362107727376
56,18.063921612259758,,-13.300961731614406
57,120.30180334434533,,-1921.9481686981542
58,25.01441453325549,,756.2526437677119
59,829.5242458857729,,-23.487859121887908
60,-1074.5702371831921,,-46247.92626634355
61,2406.7872979424237,,-115.59644257570235
62,44.070948686565686,,-6709.673246976565
63,2266.5453501282655,,-219.3606188664529
64,-663.9695920612178,,-1163.3189502926768
65,-305.5653009343111,,-220.69690359217867
66,439.95774894684564,,-587.1875698216593
67,-739.7077863700556,,-2060.3781194712187
68,-587.8650007381577,,2699.1763835820543
69,41.173611353562904,,-797.6487268775193
70,394.22541775559955,,1326.4633289638577
71,-444.1761351844064,,719.2149922026797
72,18.063921612259758,,-13.300961731614406
73,120.30180334434533,,-1921.9481686981542
74,25.01441453325549,,756.2526437677119
75,829.5242458857729,,-23.487859121887908
76,-1074.5702371831921,,-46247.92626634355
77,2406.7872979424237,,-115.59644257570235
78,44.070948686565686,,-6709.673246976565
79,2266.5453501282655,,-219.3606188664529
80,-663.9695920612178,,-1163.3189502926768
81,-305.5653009343111,,-220.69690359217867
82,439.95774894684564,,-587.1875698216593
83,-739.7077863700556,,-2060.3781194712187
84,-587.8650007381577,,2699.1763835820543
85,41.173611353562904,,-797.6487268775193
86,394.22541775559955,,1326.4633289638577
87,-444.1761351844064,,719.2149922026797
88,608.3773428142714,,1301.1826585149117
89,22.312454669110423,,-279.3183335357022
90,793.0068076607586,,-7262.097538548136
91,695.1624466350072,,505.1894906540243
92,36.56619674236548,,672.5312847449767
93,1237.8006136974625,,-335.8047699393985
94,627.4671749547155,,287.60658897004566
95,-147.84435170591624,,-129.74750566004542
96,-663.9695920612178,,-1163.3189502926768
97,-305.5653009343111,,-220.69690359217867
