,battery_power,power_grid,SOC
0,943.6556205894776,,-53.006029379630036
1,749.4928979855109,,6613.364963153109
2,590.868235126545,,672.5286387303124
3,-2819.2296036506814,,277.68730181020277
4,831.0773855647358,,-1445.697131368758
5,-663.2967706561224,,-166.20939617674685
6,3162.109425360962,,1500.2541377065331
7,392.0352857886727,,42.444701789573294
8,-819.6539730303754,,-368.8962989482753
9,13.715277737257193,,575.5124283710222
10,-679.1415471225579,,292.3928053149117
11,92.05195655415278,,-795.7231632772357
12,-78.40509481733227,,-279.0069349283125
13,-477.3070308346717,,184.23347034255283
14,-685.4421141885612,,1483.178436278034
15,-296.91169488263586,,2723.059186591608
16,-41.69681973064018,,-10.814287194147324
17,-107.9184672494956,,-17856.324579356806
18,-1482.9552280790256,,-1737.058769222703
19,-3335.118797791204,,2393.2665709996604
20,79.62251664935536,,554.3068868823766
21,-954.0074324536295,,98.09166210243313
22,-2293.3287608963756,,-197.0781967782591
23,-257.3416734502694,,-684.49435569732
24,Power,Capacity,init_SOC
25,2082.6134077916713,,-1862.2814304114877
26,result,wind,solar
27,,-339.3270074266362,
28,-819.6539730303754,,-368.8962989482753
29,13.715277737257193,,575.5124283710222
30,-679.1415471225579,,292.3928053149117
31,92.05195655415278,,-795.7231632772357
32,-78.40509481733227,,-279.0069349283125
33,-477.3070308346717,,184.23347034255283
34,-685.4421141885612,,1483.178436278034
35,-296.91169488263586,,2723.059186591608
36,-41.69681973064018,,-10.814287194147324
37,-107.9184672494956,,-17856.324579356806
38,-1482.9552280790256,,-1737.058769222703
39,-3335.118797791204,,2393.2665709996604
40,79.62251664935536,,554.3068868823766
41,-954.0074324536295,,98.09166210243313
42,-2293.3287608963756,,-197.0781967782591
43,-257.3416734502694,,-684.49435569732
44,18.370673022889704,,-437.5034046268781
45,-416.40316656597633,,964.8004121996469
46,51.56249881762836,,621.6917614356971
47,-289.6641650373198,,223.21569853314767
48,-819.6539730303754,,-368.8962989482753
49,13.715277737257193,,575.5124283710222
50,-679.1415471225579,,292.3928053149117
51,92.05195655415278,,-795.7231632772357
52,-78.40509481733227,,-279.0069349283125
53,-477.3070308346717,,184.23347034255283
54,-685.4421141885612,,1483.178436278034
55,-296.91169488263586,,2723.059186591608
56,-41.69681973064018,,-10.814287194147324
57,-107.9184672494956,,-17856.324579356806
58,-1482.9552280790256,,-1737.058769222703
59,-3335.118797791204,,2393.2665709996604
60,79.62251664935536,,554.3068868823766
61,-954.0074324536295,,98.09166210243313
62,-2293.3287608963756,,-197.0781967782591
63,-257.3416734502694,,-684.49435569732
64,18.370673022889704,,-437.5034046268781
65,-416.40316656597633,,964.8004121996469
66,51.56249881762836,,621.6917614356971
67,-289.6641650373198,,223.21569853314767
68,-333.68202914933335,,-683.6172140858957
69,-4018.7156587495556,,126.89040433980105
70,-93.1033796383336,,4101.718298216996
71,41.470601686878,,797.6555413366833
72,-78.40509481733227,,-279.0069349283125
73,-477.3070308346717,,184.23347034255283
74,-685.4421141885612,,1483.178436278034
75,-296.91169488263586,,2723.059186591608
76,-41.69681973064018,,-10.814287194147324
77,-107.9184672494956,,-17856.324579356806
78,-1482.9552280790256,,-1737.058769222703
79,-3335.118797791204,,2393.2665709996604
80,79.62251664935536,,554.3068868823766
81,-954.0074324536295,,98.09166210243313
82,-2293.3287608963756,,-197.0781967782591
83,-257.3416734502694,,-684.49435569732
84,18.370673022889704,,-437.5034046268781
85,-416.40316656597633,,964.8004121996469
86,51.56249881762836,,621.6917614356971
87,-289.6641650373198,,223.21569853314767
88,-333.68202914933335,,-683.6172140858957
89,-4018.7156587495556,,126.89040433980105
90,-93.1033796383336,,4101.718298216996
91,41.470601686878,,797.6555413366833
92,-742.6125749080924,,1061.5154419928945
93,-588.2708249303544,,-384.3109180988217
94,-39.29396067369158,,278.7737622262526
95,-744.0279420508956,,3327.6026067761213
96,-41.69681973064018,,-10.814287194147324
97,-107.9184672494956,,-17856.324579356806
98,-1482.9552280790256,,-1737.058769222703
99,-3335.118797791204,,2393.2665709996604
100,79.62251664935536,,554.3068868823766
101,-954.0074324536295,,98.09166210243313
102,-2293.3287608963756,,-197.0781967782591
103,-257.3416734502694,,-684.49435569732
104,18.370673022889704,,-437.5034046268781
105,-416.40316656597633,,964.8004121996469
106,51.56249881762836,,621.6917614356971
107,-289.6641650373198,,223.21569853314767
108,-333.68202914933335,,-683.6172140858957
109,-4018.7156587495556,,126.89040433980105
110,-93.1033796383336,,4101.718298216996
111,41.470601686878,,797.6555413366833
112,-742.6125749080924,,1061.5154419928945
113,-588.2708249303544,,-384.3109180988217
114,-39.29396067369158,,278.7737622262526
115,-744.0279420508956,,3327.6026067761213
116,1129.440071973185,,114.52680214465977
117,399.8747168783098,,-586.7153222712185
118,168.11539712425102,,3066.6233780065904
119,-80.3219398593025,,-624.790951560316
120,79.62251664935536,,554.3068868823766
121,-954.0074324536295,,98.09166210243313
122,-2293.3287608963756,,-197.0781967782591
123,-257.3416734502694,,-684.49435569732
124,18.370673022889704,,-437.5034046268781
125,-416.40316656597633,,964.8004121996469
126,51.56249881762836,,621.6917614356971
127,-289.6641650373198,,223.21569853314767
128,-333.68202914933335,,-683.6172140858957
129,-4018.7156587495556,,126.89040433980105
130,-93.1033796383336,,4101.718298216996
131,41.470601686878,,797.6555413366833
132,-742.6125749080924,,1061.5154419928945
133,-588.2708249303544,,-384.3109180988217
134,-39.29396067369158,,278.7737622262526
135,-744.0279420508956,,3327.6026067761213
136,1129.440071973185,,114.52680214465977
137,399.8747168783098,,-586.7153222712185
138,168.11539712425102,,3066.6233780065904
139,-80.3219398593025,,-624.790951560316
140,-1547.1341612848205,,1247.8576625753203
141,63.52425676198695,,-147.25363517292362
142,89.03797245451459,,10897.620216222096
