,battery_power,power_grid,SOC
0,13.407684133175568,0.0,177.86006406959086
1,-94.70736590599783,0.0,164.4523799364153
2,34.09111216220151,0.0,259.15974584241314
3,-2.6305520992385456,0.0,225.06863368021163
4,-126.14014626256191,0.0,227.69918577945018
5,-1.060945400935489,0.0,353.8393320420121
6,23.760155088195454,44.22785266621433,354.9002774429476
7,35.62556492080175,272.8557133252383,331.1401223547521
8,42.72559125445794,69.61068830826494,295.51455743395036
9,43.63962108832,166.742359966096,252.78896617949243
10,50.559698259179726,213.16828665377926,209.14934509117245
11,30.93391746234558,44.71277841077169,158.58964683199272
12,2.2136329692727514,3.2970486791908633,127.65572936964715
13,12.384386530860684,137.83483279568236,125.4420964003744
14,15.189043918518513,263.5704082774074,113.05770986951372
15,27.020226053234886,174.73078524942687,97.86866595099521
16,28.086998041511855,7.4173518605637625,70.84843989776033
17,-48.09045593217091,0.0,42.761441856248474
18,-114.0980275765963,0.0,90.8518977884194
19,-148.34428144263438,0.0,204.9499253650157
20,38.02345917888668,75.17771378005767,353.2942068076501
21,28.46072189791232,100.66231419698329,315.2707476287634
22,56.13658567062478,78.17024361290646,286.81002573085107
23,51.22772501008734,275.33366124041703,230.67344006022628
24,Power,Capacity,init_SOC
25,151.02735042450828,395.13395496888984,0.4501259935598153
26,result,,
27,5243.074504580154,,
