,battery_power,power_grid,SOC
0,-793.8685194295833,,1557.600281112085
1,184.84632267192117,,-6258.55917284878
2,-733.1133437361794,,36.41887072549949
3,-1390.2851524735397,,216.08506002226818
4,513.0548247049312,,725.2453700608824
5,-73.59368975489608,,272.8451914153436
6,-807.4749711268386,,-1097.740273037276
7,-872.6507097683439,,-7.414575602685114
8,-139.5664084050088,,370.81555579331257
9,2476.2801688567697,,139.63278345909322
10,1106.6255905811313,,62.630737188772315
11,5.441608237879533,,-1396.2945139945703
12,-693.188316169727,,341.44557370381165
13,-440.4722396701413,,-668.1314007474767
14,709.4428769746083,,-1994.5910270843242
15,327.5551025578889,,492.7659742446489
16,-145.728393145162,,-755.9448495479242
17,-109.323816384301,,-29743.313302183193
18,-441.4416451031604,,-457.77792119917467
19,2147.764167144666,,3712.155472974815
20,64.07286355220157,,-449.65104838983797
21,3751.1825824180482,,227.10471418059643
22,-1337.6533329715335,,253.96666417608967
23,45.345403276226314,,-43.39362107727376
24,18.063921612259758,,-13.300961731614406
25,120.30180334434533,,-1921.9481686981542
26,25.01441453325549,,756.2526437677119
27,829.5242458857729,,-23.487859121887908
28,-1074.5702371831921,,-46247.92626634355
29,2406.7872979424237,,-115.59644257570235
30,44.070948686565686,,-6709.673246976565
31,2266.5453501282655,,-219.3606188664529
32,-663.9695920612178,,-1163.3189502926768
33,-305.5653009343111,,-220.69690359217867
34,439.95774894684564,,-587.1875698216593
35,-739.7077863700556,,-2060.3781194712187
36,-587.8650007381577,,2699.1763835820543
37,41.173611353562904,,-797.6487268775193
38,394.22541775559955,,1326.4633289638577
39,-444.1761351844064,,719.2149922026797
40,608.3773428142714,,1301.1826585149117
41,22.312454669110423,,-279.3183335357022
42,793.0068076607586,,-7262.097538548136
43,695.1624466350072,,505.1894906540243
44,36.56619674236548,,672.5312847449767
45,1237.8006136974625,,-335.8047699393985
46,627.4671749547155,,287.60658897004566
47,-147.84435170591624,,-129.74750566004542
48,21.747995531473375,,-709.6812295967725
49,1512.3772416550464,,909.9445295936711
50,4137.269259920281,,540.9605146367982
51,-58.872703046718556,,-1108.2664271844314
52,483.90426566686796,,-124.68196034296852
53,1484.7919794053057,,46.31579445096036
54,892.5426813153676,,-4060.9077555538447
55,-54.17581389405258,,584.0226517170834
56,-176.94407516368543,,-57405.3936912123
57,188.5610338856438,,1444.2459224187578
58,-4175.3048995422,,331.0393441399941
59,-46.05606195894171,,-466.2973123450396
60,1533.08573936334,,741.8715986045257
61,162.9055011230627,,22.305061738593974
62,-231.4218417105289,,-412.70241832962023
63,-82.78899470511851,,2881.453998349026
64,-24.71063727582972,,-680.9101245456998
65,138.1032196090469,,-5171.929925074823
66,623.5082046138879,,1638.8932354811275
67,-1644.8735267858951,,925.1488675430385
68,3800.5390261247385,,-6231.446802127988
69,-4379.7746798393,,425.34405257943035
70,56.18680184736294,,332.03400254574876
71,381.1762653144474,,1385.056680464916
72,310.7044276446808,,-561.873981536272
73,-181.8092061046123,,-17904.34910480565
74,1135.2876800456472,,-173.0302617510317
75,4162.944165564932,,-904.6677785878189
76,104.27395965253343,,562.9363213129363
77,-1882.9203500978458,,3833.3443557411965
78,-433.7845687838445,,3299.9575258630443
79,294.63455047093294,,699.4239516846121
80,19992.53983262833,,3673.8424441999805
81,-123.8300297436366,,327.5999578485283
82,156.5248945991985,,-333.80024614275646
83,38.916120517878795,,1496.8867990593146
84,1385.2953747319414,,314.6635569337628
85,-1489.4110849469569,,82.28892864066285
86,156.57877840422063,,-76.96744492620631
87,100.43710906201338,,2374.0633440859283
88,-1478.3951386330284,,-256.91834168121295
89,-3598.7542413375263,,-86.69054081702234
90,-155.22365398144194,,-3459.798706188382
91,69.50298251076427,,2237.8210733618307
92,-328.44289900438235,,268.46395507632195
93,-2864.6445230535705,,-916.993108014106
94,-931.1576688235664,,1131.799212121794
95,1333.9892114702366,,143.09358619165732
96,-3726.158822801789,,-953.8578183883044
